;hash;tx_index;time;fee;weight;vin_sz;vout_sz
18;e13c8f709f04c57e88440dbfff7783564d31e7ff94bdc6e21d262f4628dec0c6;6993013222458852;1713571854;1027460;818;1;3
19;62d980bc0870595ead8758cee990a506ada7ee1e918c7221882de3b23b27c769;3721730484231269;1713571854;616000;616;1;2
20;f253de55e74231583afe28e8d21619867c8290a79aea21a260abb0e235007e33;1811720397674005;1713571854;1935000;2575;5;5
21;835310945c6040e7414a744b3f07cfe7cc490ea39d60828c3ee6678947b9e1f2;8545641281170684;1713571854;516000;516;1;2
22;1f3665e348a26a6718d027cb4c543cd6fa25ac4e61f555dd2d3c28f3d30c539f;5605729482204423;1713571854;516000;516;1;2
23;f8a678ffb353212d9a219c1d13f3fc877811b8a456284b8f5ac5a69308d59d62;3469760751891672;1713571854;516000;516;1;2
24;a87c6953eed44aba68792a18d31e2e91068c9161f3f290cb014a5da9fe5048ad;6096835459754921;1713571854;516000;516;1;2
25;272cec2030c0e61b273a84cfa400cfdbbb2a647f5c11aefb8ba553bb89260681;4539629323119220;1713571854;516000;516;1;2
26;6ecb5ee83a0c889da8629c61c8070e599798ee258022c3dedf503b25f8803536;1907309597206378;1713571854;2934399;3478;8;4
27;e4bbc7124dde5af058993899686143b85c033704917b31de7f7adad4bfe166fc;8880601737894735;1713571854;596607;705;1;2
28;f335371c65a410eb683ec29a886fef83957494e7772c5dc5f2ddd67562eeab10;586579996228315;1713571854;573276;686;1;2
29;72b4c15f076f2d4bb8809280371642f6c53c31db985cc6d37918dce48d4218db;7708711753390979;1713571854;636000;846;2;2
30;91190234f3ddc7d0ce99779650fcfdce16148f1be5f2895e24729af824808bd1;7372706578109262;1713571854;470000;738;2;2
31;c5b7e5c7eff02520f2707183861ac6d148afb26fc548275cb7890c0a3ab7257d;4403230121476497;1713571854;812500;1297;2;4
32;72dc74affd64ec12e208fd42b213cad29b9e02903f00b76851b2a35569af942a;1498178766156918;1713571854;549900;933;1;4
33;6fadf153b3527b5ece2fe9b0e430e763bb30f6fb3b1a50b88c5a79a8549b63f5;8633861010689835;1713571854;650000;1297;2;4
34;e99fd4b4c6a37c4a8d81a5426f596049abd8f1c09880b29605f1b144d754f4d8;7633405024441918;1713571854;402800;846;2;2
35;604acd5b028f4b419975f9c7f20dfdf2f91f7fa191defb05db91d85e11a38b4e;2763572583848722;1713571854;694500;1848;3;5
36;c70c7787fff7eae6f6cfdc00654f7a48cb35193d26b934754ea22ab23ef691f2;8534678895478100;1713571854;258000;516;1;2
37;e82d6f38b4d52d57b2611dd071a68dc08015aa45aa0d982494288c4af22c626f;3918958449742213;1713571854;323995;811;1;3
38;05c910b31d9265c4953f8a9ac327c6229c90d8f06ceb094be02cd18b1adc7891;5118344794569253;1713571854;325480;824;1;3
39;af5df220b4daaf01932f3adfbfdb70eb351591bcd80c9ed7a2dcafc3e9d5e0ca;7138144331265531;1713571854;25134;706;1;2
40;bc08e57a65f54a169183ce2e01843d9e2a0d68a8d16262e879f3008ac76c1368;3661844437876766;1713571854;474000;632;1;3
41;5da37880f8d88bd044fe8e1c6d6d2f79af84da3d51594a60ccf7048b7f4d3a9b;5461590739607710;1713571854;338880;959;1;3
42;90f14088db029fc0085b768e06757a747bbd415d32339788a559f60034b7ada6;5864481062133451;1713571854;337468;956;1;3
43;07168e6d5af21244f0f4e70745e4f0cde14e32cd1a40e676216066ab2b38c3e8;8189605076888780;1713571854;319200;910;2;3
44;459ddedd7c2efdddbc45a4eb84f506b0e45ac357ccfa1496b09b7b1db439b9cd;7238253463973747;1713571854;312500;901;1;3
45;7480b1327afaa20b71487fae36a9fbf230af06b7fd182591072ff889365db2c6;6991019850678021;1713571854;298168;976;1;3
46;2a49c79c76225049afbaa4f4f0d0e8b28a20a55603c83345a1f1338cd09f0581;4539556994057854;1713571854;259806;1032;1;5
47;fd6c4ad7e798aec06b1ef171ba4a9e4e17e10f622738c62e5bcd6ad910ae5b3f;2229215837236569;1713571854;173204;516;1;2
48;5c99053785da32462f77cf73e31bc185594ec98aaeed7ee1c124b22f39cffb19;914217731749444;1713571854;173204;516;1;2
49;844aae748c0d1c28c638b31f20dde233d60877535e25f51a066c80bb5c865124;1277842085605389;1713571854;173204;516;1;2
50;71bafbd9676a4fca41a09d690f458bf6c1da8f6dceb2ee171f146b51de281019;881830266547554;1713571854;193800;680;1;3
51;6adfe3a7e84131cc6f4e15203305a356c75a68adab0a0405df0c8840f562c27f;4495131539935489;1713571854;193800;680;1;3
52;918e3146d48815b79f61a332d4ac4a25294d94e0bc95540187157ba2881e0b90;5068077801951074;1713571854;210453;738;2;2
53;3ec93a819572d6a464622a89065471499a7be66fb948553cbf04ced4a0035440;2263346633677248;1713571854;227762;804;1;4
54;e09fd98eb75374cf8dfc4a5bc751e226d4ce73701aa9ff21db19197dab673f6a;3738257752826659;1713571854;222200;806;1;4
55;337f91804b433834b6fa9ad0c327600f923d1704ba1fb9974b13fd2d5cfceee4;8054882791964578;1713571854;222200;806;1;4
56;855b6b5c06404a64fdbd46f80434d01252c5dc25ef2fc52ea620e5acad6ef6c3;6894821959900324;1713571854;207062;804;1;4
57;cbb44f0217455607ae68e7fdab460d08f98a2318608787bbc385241172631847;2501442342626448;1713571854;190000;738;2;2
58;1d451a63a9fa410aee6d84d61ca3d646f8ae6b1494826fbb076ccb7ce6b0274d;2714651742673261;1713571854;190000;738;2;2
59;641fc640a54bea2a0d05e249939e8d87bfbefb289adbcf82c829f97c55b1f66a;3763448629403429;1713571854;190000;738;2;2
60;d6f49ce8f7b3afbe105b915726dbfd71758b3e1e93184727c545824657d57a73;4063084879073352;1713571854;190000;738;2;2
61;2cf1d982332c034c8f4edaca62edb5342171447445e1e76448a89ece45a27977;4203657511424981;1713571854;190000;738;2;2
62;bdf97b133c0c3b302c4d1dfb5de60beab62a6565ead481aa76eb3bdccb8e8d27;1391646067099517;1713571854;179000;706;1;2
63;8400a18d541d2722cd96ea838c450109d36eaba361d9970281a5380121b4a1bc;6636886330189588;1713571854;179000;706;1;2
64;dd17989fe089a6da60cc323d048bab6a71c214a07428671f3a457fe0c04ed2d3;7452806971396072;1713571854;129903;516;1;2
65;efdb59b52329a8353661c5dd1a3271d8e522d785f1b47c2fd6cf758113a329f7;8696262453898937;1713571854;171000;680;1;3
66;eb848a349415dfaace5c2aded9130c412570a33434de6faad07325d3e09ac0ef;8435536357909678;1713571854;198000;788;1;3
67;134390a0f5f9c3ff7175846942286be690841a11c530e0e824aee593f53fe8bf;6752135244053685;1713571854;170340;680;1;3
68;2c54c523bafdccacc806fdc75c4227281bac324ba69f44582765a7875fa12364;3523334208812268;1713571854;598000;2387;5;4
69;ac0f527766fa273f012d76e684f64d98129050dbe5c0d6675347693c0122a901;58429811428648;1713571854;170000;680;1;3
70;ea523bbee2423916b6ecb8fe63be6210200bf5a9b5c9d26a6d09b267a5bd3311;605245527619137;1713571854;170000;680;1;3
71;5eda0b8ebdeb5afe9e72b433427a1875bf89d8bf0d1a882810ec74fff7f4ac23;1255224039698077;1713571854;241000;961;2;2
72;2e0214416c2065eed5b663afea9748918de3e882a9ad8b3d2bc99544e55d6e24;1281806089884345;1713571854;170000;680;1;3
73;f9e39c5dee7a8c07bc18302bef79b2ad79cb5a32886a05d5e52c7145386c9e36;1921729547513381;1713571854;170000;680;1;3
74;36ff312c74adb313f302951d3230e364bcbc6ac2339b513bf121020e6d6b5140;2262990042808388;1713571854;231000;922;2;3
75;e4b2bb327cf0ce8048be807f96c3edce9ad5a8130e1ebe8a869e705c72350250;2815053339004435;1713571854;231000;922;2;3
76;291dbd96c2ef89350c4ab7f72235ed2d6e8ae97d5897bcb462af58470f4b2257;3065753593506581;1713571854;170000;680;1;3
77;5c68547be4cb988c4cd57170cfc65f3965e636af0fbbd029246c389c28920864;3519615188829965;1713571854;170000;680;1;3
78;d11abb6c6051684649d8f6bbd003d968658febc2844900d609d3739df118bf71;4002098277756538;1713571854;231000;922;2;3
79;0656e34f464d3adeff0b3a40306ad011d9daeabaef1d571985067900e790bf72;4037347052097312;1713571854;231000;922;2;3
80;33b7ab11ea399c07b5893f3b18dcdbd7c78c7e2272b6417b74a58bfa8ef5c985;4707278550684020;1713571854;231000;922;2;3
81;adfdc24e5e62e855399dc4690b53fda546e51cb6e8a90fb108dbc84b0b76188c;4929174001776923;1713571854;231000;922;2;3
82;7ec9dee592af8dc96adf3055ef3a3fbc5228b51d8a08f695e0400612dd15a291;5124010801250504;1713571854;231000;922;2;3
83;d2a25b4d57b9963ae2a6a3bf35471cbda6afa733d320f1bc0e9432d52380b794;5232507192256082;1713571854;231000;922;2;3
84;f896d728e87291702404ad7de38d4b0f00e5e860f6ec7ab058b343171dd86e9d;5539180727953526;1713571854;170000;680;1;3
85;aa40a1128d479be126c9befb452bff63d5cf145e9911281280d3c4f68fdcbca2;5725825215158426;1713571854;170000;680;1;3
86;8d8ccb677f014a95e47da2ce1a08470aa99c9a19c53fe190d6974c93f5282ba3;5740984515324306;1713571854;211000;841;1;1
87;c0089acfdd57c0e5060c800dc3ed0a4113b66204c0bd5fac0cb256507e3daba6;5864140841814742;1713571854;170000;680;1;3
88;8e99127c3929e8fbaf8bbf2954e05d29ab50d8e5dd8b628b45520a7762e8fdae;6156977559232842;1713571854;170000;680;1;3
89;9f1ca9a32eabdc3fd6252bc443634adabcdbfb2b62bb78f6e6094b248fa466b1;6241740979997025;1713571854;231000;922;2;3
90;7c21783221ff8da3f5b71e6dd97211eedd2d1355574d774971cef92985de83b7;6456864059768633;1713571854;215000;860;1;4
91;95ceb8f57ee357e03e83e4c4983f12952e70365ca50b95376122b369045834b9;6516302915909220;1713571854;231000;922;2;3
92;81c1513cd0dd210a6dfc00b474ba3b61884d85ef6055ebfd84a11fadd5eb9fbc;6636641359078388;1713571854;432000;1727;1;3
93;957bd56ec8c0fac9c8d20df5e3f7b4a7021ebe891ce7ead169739772ab0764ca;7120991174939374;1713571854;170000;680;1;3
94;4c7bc50fed09dc281a9e5c5e893139bb1c657721244e5814dcc492b46c45b8ca;7132569201447512;1713571854;170000;680;1;3
95;b3ce72b79fdf7f0f7b7ced90a5799d47e949a27819ed9658515f990421a727d3;7429352356614955;1713571854;170000;680;1;3
96;128a32eed1e8f1cbb6340b53eb6b671e15e8306c7b05e288f71d135a48061ad7;7568216784847459;1713571854;231000;922;2;3
97;610d47806aab90b3300d0cd50fe015e917811513d72883a7452d82d3c3ccebd7;7597048085508165;1713571854;170000;680;1;3
98;0a75e35e241e259a519f7877bfe465988e619f5b5391bc1422fda739aee1f3e9;8231477523723519;1713571854;234000;933;1;4
99;ef0329e6c7cbb48504324921d0d04d9ff9c002dfa7bf1638091cda0e20cde419;911055509379907;1713571854;190250;761;1;3
100;498de351fa4694accd77da454caac63e35ca4a90bd925d034515ab9258358fdf;7865797386065250;1713571854;139384;616;1;2
101;04c8e48a3eda316cd7388c921656b914a53741ee30a31fff10690252fdd71f07;250667170676813;1713571854;138600;616;1;2
102;b53851ed08b78c78e8c61ab63410c3d34a2f014d09c5a3f9885b70a2f391597c;4375172563095051;1713571854;142200;632;1;3
103;b50eb191daad3ae1a7c04e8d7887ebb118fc6a7e345644925ee469e3438430a0;5636167613312316;1713571854;151762;674;2;1
104;cf8000c51dde1dd98e2c2c17c9fb7ec27b28b98947cd03e77ce38a14784d326b;3771641352065372;1713571854;136752;616;1;2
105;289418c8b3ce0d32b1a90b8e594095c6f72d90cb0e94f39c1618188ee8312af2;8520417275921155;1713571854;186835;860;1;4
106;de8e5637573e760511274bcdb6aad75df25fb3e18de24176aba3adac47a647a1;5674531342882228;1713571854;170280;1032;1;5
107;80163da86ac754710c0123e4b6e3b6bf37fc08db0faabf71c8087ebec2204434;1838950785732545;1713571854;113520;516;1;2
108;4b9a555b9fc75ab746c0ec8f61a9e5e8bdcc0448d7bc3318dc8a7e78c701398a;4863278323797969;1713571854;113520;516;1;2
109;34f61981975f175f10f3269578e5d24148949106cdf11d43d53d59340fadb3d2;7413412621880103;1713571854;113520;516;1;2
110;afb71bd83d959a1ccac7c17f64e2519731e2c8fcb77f901b3e42ff7703521956;3029336004165608;1713571854;113520;516;1;2
111;2685181cbb13ce3854b343f6f1ac2612708ba4c5abbc3474edbad802b649ce46;2491258043915031;1713571854;113520;516;1;2
112;3c5f553359df22285ba7007442f50d3069ea4597f4688ab012f7b3efce475938;1982595455645310;1713571854;113520;516;1;2
113;3bdc7e0d666ae6276da93f351cda2988c9ac91443b49d3db93b55b3329cd6551;2863925618436982;1713571854;113520;516;1;2
114;3c95d4c3d9d405aceeed52ccc330f86f59cf031d147d280800ea83ecc350082a;1478886499913853;1713571854;113520;516;1;2
115;1fa514ad1a02afb2ef9dc0c125d2b82381ed105d9021fb1947d2f238112a716b;3780280999943770;1713571854;113520;516;1;2
116;2fc685aa8fb1495a9d339ce7c10b31d53b5a3224dc33d0f05861ebf62cc7190f;531308486778220;1713571854;113520;516;1;2
117;140c7eba627b03d39622e30c88313caf75650dda4832dccd13cec628b7fcc499;5410282640054489;1713571854;113520;516;1;2
118;b077e011c5ed2112a0bc7a4649afed40ea36449c7ab56dfe99a071e8211d0be3;7988379933019700;1713571854;113520;516;1;2
119;122684c253f225fcb520e22e1b84f208e1b3801a9e98708f648f8cdcb62bf785;4713492378259857;1713571854;113520;516;1;2
120;043a3097629a73ce6db06c193f02c8a963668f8065991fe74f1d0a7c5f107358;3112039013646659;1713571854;113520;516;1;2
121;6afd52447d3004ee3bd13ce2dcf8c8dc4ae3f674883af83008c4133fec107d66;3605994907624056;1713571854;113520;516;1;2
122;5a4475ae0881da2cb827aece48b6865e43b582f42e33ea3a517266af45c8eba8;5943380185312462;1713571854;113520;516;1;2
123;2b035ff8a6cb2f5a7beccacc4f287f4c3b7896a6eeb8febb53c9594643005966;3601038161005369;1713571854;113520;516;1;2
124;9a8646a1967dc980de613bc41df0003169edf49ab6b759f124645ba6df4d024f;2779882081012588;1713571854;113520;516;1;2
125;a5ef8c2c637b1601a68a9423edd2d14f913d0a76d7ed58dc9cad982fc91b0bda;7671719861285653;1713571854;189135;934;1;3
126;83b670fcdf4f67afbde7c54d4f567deaf6e435cadd8a2e7ae39aa9816975f3c2;6859228886086963;1713571854;177795;878;1;3
127;55edc72eb9680615997cf6166f9d8e52c995d7db411b4ba21bf5da00b681cd04;168982111853406;1713571854;103200;516;1;2
128;24a86304b8ad1f7a670fbdd83482aef997925a0d86e18accedea5e1b5d05c439;2032450123557853;1713571854;1069600;5346;4;26
129;136c3de9088d93116349b8fdf774437aeea5df6ae7aeba5f17e078e452018f3d;2165901178474268;1713571854;136000;680;1;3
130;9cc755648fe5470aaaa3cab6b0efad1e6999aa08292626a0285598f349f46868;3673599499989770;1713571854;170400;852;1;4
131;41e780c2c7e68bd977fc0e7c9d2e0ff30126378a68b646e6fbe14a222c77ef6d;3868008447756636;1713571854;103200;516;1;2
132;250ca938a2b5ac97579bf50f5c49de52635079687d967e130cd2c5c31360d5aa;6010669333248186;1713571854;103200;516;1;2
133;3debaaa18c2db6bf7ac23ea51197dec6487b5ecb99cc7470aacccfd40ab0e50d;488964869495289;1713571854;158063;843;1;3
134;971ebc6ab5746a0d03dd944c55c216ded6d6e772ea931c19b1b19302aec20eba;6546321871753846;1713571854;158063;843;1;3
135;1d576b16f77fba1a156b3c9a0d675990813975109ce9690e8a37a38177cddde1;7946968037864550;1713571854;157875;842;1;3
136;9f440db0436d63478845bd67072446723d208079ed63c2b54c620f727d086544;2406423194386924;1713571854;156375;834;1;3
137;8b5d48b3db652a157af5e74a44bd790cdd6610d08ec8b0bec8a5788e4b770951;2851235135868692;1713571854;151875;810;1;3
138;fee76d599af1fde27d6d5037560d19b82d0fde22983ea8e0c98b036704e14924;1276791243989105;1713571854;107800;616;1;2
139;da3352032be5e45ea288637033e6901de234a242894b7b78cd7269279114f135;1897905550322990;1713571854;180600;1032;1;5
140;bd4d9806fd7376501d424e3f6e795210141d7791f4e93c5ee26fc25e096ed98c;4955695420790861;1713571854;198100;1129;1;5
141;d0c14ef92866903ec498d1c367e05bf8b7ec1b22b51123fbc52224232545e345;2458957438542980;1713571854;146280;846;2;2
142;45cc218a985af2d6404e5a52c742e89084891a73892877120f8102bf0f153bce;7256100855865424;1713571854;99440;705;1;2
143;48ead084b0fa82aa4f74e2f9e1927a540591e4211b5e9ac4db8a39dd922e3319;886643692906289;1713571854;136971;684;1;2
144;3d60075087fdcdb0ba67cccbeff9311a2aef6228c7cf047863f3d453881ba14a;2625785987496606;1713571854;85140;516;1;2
145;fcb2f5662af6ff8d1f4d044f524a5206f1eb574254e4f97d7ec84c78a2962477;4191968952256921;1713571854;134713;829;1;3
146;0ef4dfe72db99685d828a3d3e1fe8071278e9dae69fbe70c2ed6aee74a188f3c;2130729137665498;1713571854;135040;844;1;4
147;8990adce9841cae9a776a5f4aba625a03c89e4f7b71fd39f7761ef58515b3d87;4758323034004972;1713571854;132930;844;1;4
148;c7ac4d1847366ac09545a64adbc4b2181a438865a7130f6e461312c99b02efc9;7104908100182594;1713571854;124262;804;1;4
149;49af403e33a7c2b81a592388de975283648272dff775248b6e893c5ce7f1731e;1071466513401745;1713571854;102600;680;1;3
150;03135f3261e41ab221332ffed9d224e40310a28ab82710f629d0a91b7d82e722;1228087104861498;1713571854;102600;680;1;3
151;4f83d16fc786bef2bebf82ae3bb16d994c33ecce09fe359bd09ffa7dd2be4b2c;1558522740326227;1713571854;102600;680;1;3
152;dda97c80a125eaf796ef4526ac8614cf6db23c1209726a116cbe98d17df6703a;2056219078046487;1713571854;102600;680;1;3
153;e141a9f2978552993ccbee7fc64dfacefa8a72997b20d7990607a810c2344947;2508151786181888;1713571854;102600;680;1;3
154;da41c1eaa475ec674458d265da046a37ac98610ec4272f1e1dc105f3ae974b50;2825139123019960;1713571854;102600;680;1;3
155;914bd77455ae929624e3a81632db0eb154dc5719d0a19ec1d050ac00aef25f5f;3355702336689546;1713571854;102600;680;1;3
156;f1234cf9e95346304a0bb80e5024716bc559f47f924e3037917e47dec0f4067c;4363818173712623;1713571854;102600;680;1;3
157;d5fca9c38a1237cc0eeb387274b5bf4fdcdcf2149770984a7d4e635c06c8436d;3844412355087465;1713571854;102600;680;1;3
158;effce2b1821c67c77ff6cb1237e42624a30d63c36b4d98d37c027a42500b9b6d;3856405669367616;1713571854;102600;680;1;3
159;8c1f6b061df2335499d00a20b568881ffa41030fe7a34d158df94669235fda72;4041031186983135;1713571854;102600;680;1;3
160;c6759f0fb7768a903b65da3a1d4920c17746b464c7f2ee5054bd6c0f86e6907c;4382777109769623;1713571854;102600;680;1;3
161;e181aca5d7c96aefcc255fe24e7c16b4b5a57557bbe4dd8de558d05064a5ac9b;5477305967843851;1713571854;102600;680;1;3
162;0dc8b774204c735786d1baf1c1ee27365b1f267fe91f2134844bebc887aa41a2;5708893363182953;1713571854;102600;680;1;3
163;3e4a440b32895451ddb3155291fba0950ae1c4f4992cc23392edbcbcefddf8c8;7071078429464477;1713571854;102600;680;1;3
164;0af80342d72a490734b60ed9353d9dcca175462a2f292f303a1dbcd45bc333e4;8029151105292163;1713571854;102600;680;1;3
165;ff2f5864a1efdc01e775c9d400cddb0ce07078881f2c22f8bf1555b657b339e4;8029967140440738;1713571854;102600;680;1;3
166;53d29f99ebb140cbdab8f2bda6136269d1f1e80f6f6aa6d1b8c5ddba482483c0;6773423423839160;1713571854;102000;680;1;3
167;cfcc5a7532aaeba6cb442a4b4d464b3cec5c626a971d3852799ddf9b5c61371d;1027958203710451;1713571854;85624;616;1;2
168;4e491d6e0141233949e6b3e379816f5264231a2cd21db15ee56440a7c01198a3;5755952902236172;1713571854;84915;610;1;2
169;c90a9786f9225d59b954ff2fb2f7e66e65fd94a3b71b662a26611e8d87335268;3670472356111308;1713571854;81030;584;1;3
170;83153396e5665edbe161bc2487a41b21f02eba9dc98245f6783c72a4dd2ea013;690518463123015;1713571854;93500;680;1;3
171;da69817a211a60cb9abc738861071aebddad9c118312859ab63dbc9290d6d82a;1507545635248007;1713571854;118800;864;1;3
172;91c834ee4c08725339a569327ce84858192eeca5d4de5414739309edf3bde83c;2143050142687538;1713571854;95150;692;1;3
173;af4cd5657c29520e29db78bffa42172060ef3aeff7c992f1557b9bfb1d2a5497;5324407668962159;1713571854;299750;2180;3;9
174;afe1412625919e848007550290e477aad1cc50b303b0cad3b8d69e3dd1cc4e16;784886384800730;1713571854;116157;884;1;1
175;7a18a7558d0af1a19d9fdbcbe454de416714a7680e718ac375b51dfc2416ff4b;2673886728520630;1713571854;116157;884;1;1
176;ef5b283ce6aa6b1a9dd238cc830919e727498ecc84a34c7f5d982e1d06334174;4090348087518675;1713571854;116157;884;1;1
177;c70adee46dac769f609079f08027c2a7bb3920cb7ff89c785ffd297d36b9357b;4335061466850623;1713571854;116157;884;1;1
178;69eef3e22f5539c2a4b59df565d12c34f6750153fbd3dceb3479f4d17585a8a5;5828582789758607;1713571854;116157;884;1;1
179;5692a091d22fdadf88728d91d6f806a951ac2f2e1da9ebaef316e537d03d1412;636100662459554;1713571854;103562;804;1;4
180;69f8900834c02a09d77e40b75a58ee7d062d1df4965e8b089b6f994d4f72eee4;8054808676774701;1713571854;103562;804;1;4
181;aa431a1a956484d83b602411686ad3df9693b8d1b12313cf2d7c6898a02b067c;4363710194978063;1713571854;64720;508;1;2
182;9dd116734dbdd4ef2d44da66c8aea3bb587a0d3aff04aebad7a8286c8830fd88;4819872715212053;1713571854;106845;838;1;3
183;6d5a0850aa4d202035087672cdf6959f2cde42dca46fce4083e83e16a684afe2;7975791124203485;1713571854;159580;1262;2;5
184;e423edab5b831b1ae61c2a96af56955194789f73576d22463ec6e3cd32285a0b;399419180170360;1713571854;85500;680;1;3
185;5cc48eed6a68a9312653f4efc7299cbfa8433afb04970e861061afe80b885c1e;1068248585803244;1713571854;85500;680;1;3
186;d4f5ef1fd328f5e0aad2aa4b0277056139c7a38237a4a603651ce898b44cca33;1822206826061059;1713571854;85500;680;1;3
187;daba9763bc20945864cb77940c94faa39a5e88611d1d76a9e5c6a1dbe7c8a642;2345091284563000;1713571854;85500;680;1;3
188;f2e89e823c006e2c74ef99c41f7a8deefd72d0e8b8b914c0ab73ada7a5511d58;3100254307415470;1713571854;85500;680;1;3
189;c75e1c56cfbffcd87e23fd90604ab6cbba71291f8bb628c273c510eb661f1e58;3100364771254808;1713571854;85500;680;1;3
190;3664fffa17ed3deee62bb5f61ad3777bb03d6eb85f39916270f6cf0d3ec3db68;3689378648013310;1713571854;85500;680;1;3
191;cc8a713ddd27f0f9485492e423c415490bbeb26715dc2a7e22a1e5bbb668de72;4041586083593396;1713571854;85500;680;1;3
192;88b15a997d01973c0ce6dff35355a090a1d6e73edceb12ef0a54aefb4c74af8a;4879557603587530;1713571854;85500;680;1;3
193;b443a513f6d0e49635858b574e071b9d938395b7d7bda317f052586886c4198b;4894169202756362;1713571854;85500;680;1;3
194;65f3cc98842f905aa9837b3651a9e807f8e95dc1edf755e0a4b5f7a97f53bf8f;5057660876832502;1713571854;85500;680;1;3
195;8ab42d14f07b611bcbc4a7bb4ad9623ae3dedde84cfdd1846d2ea02238c4e7a8;5942828253598725;1713571854;85500;680;1;3
196;d05eac91fb65578bce2596331562b091b45ba4105ee9825b49b1cfead6e685bb;6597880892447222;1713571854;85500;680;1;3
197;22673497d9645674c74f78c56dc9f3a8ecb22e192f06ab8e6a9a11f3b8363dc0;6763812596113971;1713571854;85500;680;1;3
198;0c99fb421bcfbc244ddcc11b06cad3db8e1ec76bec5cf38cd9ebb5d373a313d0;7321048487458493;1713571854;85500;680;1;3
199;1594ca4a3439d94d47d5a3a0c02ffcc5233e3909ffcdb2ee40f5ef54063062dc;7754056660065790;1713571854;85500;680;1;3
200;97144caf9f14951966273d93aa1d5e848ef3f1ae210e2d7cf8e4fc7b3a467ff4;8602479240380316;1713571854;85500;680;1;3
201;0441c06c7f94a5a0ae31492eab3c124ce5406b0c1d1e0c8a20111c1e78722c29;1448668024783746;1713571854;87000;692;1;3
202;827f31e2fca473e3a53fd70141a13639a2003632e1c177d41b0a3d3ab9df2b58;3102254729480097;1713571854;87000;692;1;3
203;a33abac9fe24296b42af17a68efbea9713f1368a05a1fe8fc41c47d60de1be90;5092783806925027;1713571854;87000;692;1;3
204;55b6edca5c1a99214f315368d450d30b7721b9921d011a34a792aeda7b605dc9;7084892411876818;1713571854;87000;692;1;3
205;81fd25911a31b511158cb3b5c5027b8cce351e025e9109fb30aea9aaab7da6cd;7235678613361973;1713571854;87000;692;1;3
206;dc2c7ed992ff3008951e784dbda8b316b4af6dd0417716fc3bf200e0fea3be95;5268672886865950;1713571854;107930;860;1;4
207;66553ab02cfba9993f6912bfb0ee9c5716eb2e467155ed0462a06eb5aa22697c;4377311840742868;1713571854;77000;616;1;2
208;539fd7341ff24f5758c6ff2c6cdf42c940644a86afa96ca6549e5bd2aa090e1d;1022276126002035;1713571854;156000;1245;1;2
209;a7c9250e5d014e625ed9518523bbb3c0e4dfcc7ad73fe1b4f0d8d637c19cd120;1154708805188315;1713571854;77000;616;1;2
210;f2bcd0021acb6179dad11e8fe349ac3d6e6a72ed3c96c10afc0b8a247cebe026;1367918889963841;1713571854;101000;806;1;4
211;dad5cbe28566d578a787ce8ef8df02c7156a028f570a043ea44a0157d6c68c31;1743382435782697;1713571854;117000;933;1;4
